sentence,entities,entities_spans,label
"1]  Nystrom U, Edvardsson N, Berggren H, Pizzarelli GP, Radegran K. ORAL SOTALOL reduces the incidence of ATRIAL FIBRILLATION after corory artery bypass surgery.","[('ATRIAL FIBRILLATION', 'DISE'), ('ORAL SOTALOL', 'SYMP')]","[(106, 125, 'DISE'), (68, 80, 'SYMP')]",0
"ELECTROCONVULSIVE THERAPY or ECT has been shown to reduce PSYCHOTIC SYMPTOMS associated with schizophrenia, mania, and depression, and is often used in psychiatric hospitals.","[('PSYCHOTIC SYMPTOMS', 'DISE'), ('ELECTROCONVULSIVE THERAPY', 'DRUG')]","[(58, 76, 'DISE'), (0, 25, 'DRUG')]",2
"We believe the presence of the myopathy warranted the use of a 'non-triggering' aesthetic, as suxamethonium and volatile agents may be associated with significant complications such as MUSCLE RIGIDITY and rhabdomyolysis in myopathic patients, even in the absence of MALIGNT HYPERTHERMIA","[('MUSCLE RIGIDITY', 'DISE'), ('MALIGNT HYPERTHERMIA', 'DRUG')]","[(187, 202, 'DISE'), (268, 298, 'DRUG')]",0
"The disorder can present with a migratory ture of ARTHRITIS with many other features like HEART PROBLEMs, skin rash, gait abnormality and skin nodules.","[('HEART PROBLEM', 'DISE'), ('ARTHRITIS', 'DRUG')]","[(92, 105, 'DISE'), (52, 61, 'DRUG')]",0
"The changes in ductal vascularity correlated with the severity of the histological changes to the PANCREAS and may, thus, in part explain the progress of PANCREATITIS","[('PANCREAS', 'DISE'), ('PANCREATITIS', 'DRUG')]","[(98, 106, 'DISE'), (154, 174, 'DRUG')]",0
A relationship between maternal ingestion of FB1-contaminated corn during early pregnancy and increased risk for neural tube defects (NTDs) has recently been proposed in human populations around the world where corn is a dietary staple.,"[('FB1-contaminated corn', 'FOOD'), ('neural tube defects', 'DISE')]","[(45, 66, 'FOOD'), (113, 132, 'DISE')]",1
Isoniazid and ethambutol as a cause of optic neuropathy.,"[('ethambutol', 'DRUG'), ('optic neuropathy', 'DISE')]","[(14, 24, 'DRUG'), (39, 55, 'DISE')]",1
"In this case, interferon alpha induced polymyositis and cardiomyopathy is diagnosed in a 33-yr-old male patient with history of chronic hepatitis B.","[('interferon alpha', 'DRUG'), ('cardiomyopathy', 'DISE')]","[(14, 30, 'DRUG'), (56, 70, 'DISE')]",1
"Differential diagnosis of CUSHING'S SYNDROME involves: plasma ACTH level determition, high dose dexamethasone testing, METYRAPONE TESTING TESTING with CRH, testing with vasopressin or combition, and filly, bilateral simultaneous petrosal sinus sampling with CRH stimulation.","[(""CUSHING'S SYNDROME"", 'DISE'), ('METYRAPONE TESTING TESTING', 'DRUG')]","[(26, 44, 'DISE'), (121, 147, 'DRUG')]",0
"We believe that this represents an unusual case of moderate-dose MTX-induced neurotoxicity in a patient with gastric cancer, which has not previously been reported.","[('MTX', 'DRUG'), ('neurotoxicity', 'DISE')]","[(65, 68, 'DRUG'), (77, 90, 'DISE')]",1
Physicians should be aware of the possible association between the use of alteplase and the development of subfascial hemorrhage.,"[('alteplase', 'DRUG'), ('subfascial hemorrhage', 'DISE')]","[(74, 83, 'DRUG'), (107, 128, 'DISE')]",1
"We experienced a male patient with psoriasis and hypertension whose conditions were treated with tacalcitol ointment and thiazide, respectively, resulting in hypercalciuria and hypercalcemia.","[('thiazide', 'DRUG'), ('hypercalcemia', 'DISE')]","[(121, 129, 'DRUG'), (177, 190, 'DISE')]",1
One of them is LYMPHANGIOMATOSIS --DIFFUSE LESIONS characterized primarily by an increased number of complex astomosing lymphatic channels in which dilatation is secondary phenomenon,"[('DIFFUSE LESIONS', 'DISE'), ('LYMPHANGIOMATOSIS', 'SYMP')]","[(35, 50, 'DISE'), (15, 32, 'SYMP')]",1
"Menichetti F, Del Favero A, Martino P et al. Preventing FUNGAL INFECTION in neutropenic patients with acute leukemia: flucozole compared with ORAL AMPHOTERICIN B.","[('FUNGAL INFECTION', 'DISE'), ('ORAL AMPHOTERICIN B', 'DRUG')]","[(56, 72, 'DISE'), (144, 163, 'DRUG')]",2
"1  Manns MP, McHutchison JG, Gordon S, et al. Peginterferon α 2b plus ribavirin compared to interferon α 2b plus RIBAVIRIN for the treatment of CHRONIC HEPATITIS C: 24 week treatment alysis of a multicenter, multitiol phase III randomized controlled trial Abstract.","[('CHRONIC HEPATITIS C', 'DISE'), ('RIBAVIRIN', 'DRUG')]","[(144, 163, 'DISE'), (113, 122, 'DRUG')]",2
"In the present paper, we describe two patients with active UC who developed a severe systemic CMV infection during a treatment with an oral microemulsion form of cyclosporine.","[('cyclosporine', 'DRUG'), ('severe systemic CMV infection', 'DISE')]","[(162, 174, 'DRUG'), (78, 107, 'DISE')]",1
"A 7-year-old boy developed a severe unilateral grand mal seizure at the age of 5 years (phenobarbitone therapy); 1.5 years later valproate (2-propylpentanoic acid, VPA) was added to the therapy.","[('VPA', 'DRUG'), ('severe unilateral grand mal seizure', 'DISE')]","[(164, 167, 'DRUG'), (29, 64, 'DISE')]",1
The condition should be suspected in patients who develop unexplained abdominal pain or collapse following vasopressin treatment.,"[('vasopressin', 'DRUG'), ('abdominal pain', 'DISE')]","[(107, 118, 'DRUG'), (70, 84, 'DISE')]",1
"HYOSCYAMINE is used to provide symptomatic relief to various gastrointestil disorders including spasms, peptic ulcers, irritable bowel syndrome, diverticulitis, PANCREATITIS, colic and cystitis.","[('PANCREATITIS', 'DISE'), ('HYOSCYAMINE', 'DRUG')]","[(163, 175, 'DISE'), (0, 11, 'DRUG')]",2
Two to 14 times per month: frequent episodic tension type headache — Fifteen or more times per month: CHRONIC TENSION TYPE HEADACHE • See table  History and Physical Examition Elements for TENSION TYPE HEADACHE,"[('CHRONIC TENSION TYPE HEADACHE', 'DISE'), ('TENSION TYPE HEADACHE', 'DRUG')]","[(102, 131, 'DISE'), (110, 131, 'DRUG')]",0
CONGENITAL TOXOPLASMOSIS is caused by transplacental acquisition of  TOXOPLASMA GONDII,"[('CONGENITAL TOXOPLASMOSIS', 'DISE'), ('TOXOPLASMA GONDII', 'SYMP')]","[(0, 24, 'DISE'), (69, 86, 'SYMP')]",1
"Lupus manifestations associated with VASCULITIS in univariate logistic regression included myocarditis, psychosis, Rayud's phenomenon, serositis, leukopenia, LYMPHOPENIA and pleuritis","[('VASCULITIS', 'DISE'), ('LYMPHOPENIA', 'SYMP')]","[(37, 47, 'DISE'), (160, 171, 'SYMP')]",1
"Rapamycin/sirolimus (SR), trade named Rapammune (Wyeth-Ayerst, Sydney, Australia), is a potent immunosuppressive drug associated with myelosuppression, hypertension, hyperlipidemia, and infection.","[('Rapammune', 'DRUG'), ('infection', 'DISE')]","[(38, 47, 'DRUG'), (186, 195, 'DISE')]",1
"Among these is ALLERGIC BRONCHOPULMORY ASPERGILLOSIS, in which the body's response to the common fungus Aspergillus fumigatus causes worsening of BREATHING PROBLEMs.","[('BREATHING PROBLEM', 'DISE'), ('ALLERGIC BRONCHOPULMORY ASPERGILLOSIS', 'SYMP')]","[(148, 165, 'DISE'), (15, 54, 'SYMP')]",1
"The secondary varieties of ALBINISM in which the primary defect is not specific for the melanin synthetic pathway, include HERMANSKY PUDLAK SYNDROME  87   Chediak Higashi syndrome, Cross McKusick Breen syndrome, Prader Willi syndrome, and Angelman syndrome.","[('ALBINISM', 'DISE'), ('HERMANSKY PUDLAK SYNDROME', 'SYMP')]","[(27, 35, 'DISE'), (123, 148, 'SYMP')]",1
A diet based on a adequate intake of calcium (1000-1200 mg per day) and containment of animal protein and salt can decrease significantly urinary supersaturation for calcium oxalate and reduce the relative risk of stone recurrence in hypercalciuric renal stone formers.,"[('salt', 'FOOD'), ('stone recurrence in hypercalciuric renal stone formers', 'DISE')]","[(106, 110, 'FOOD'), (214, 268, 'DISE')]",2
"Many reports have indicated that luteolin, a flavone found in various foods, has preventive and therapeutic value for neurodegenerative diseases including AD.","[('various foods', 'FOOD'), ('neurodegenerative diseases', 'DISE')]","[(62, 75, 'FOOD'), (118, 144, 'DISE')]",2
"2009 11 01  ADAPALENE BENZOYL PEROXIDE a unique fixed dose combition topical gel for the treatment of ACNE VULGARIS: a transatlantic, randomized, double blind, controlled study in 1670 patients.","[('ACNE VULGARIS', 'DISE'), ('ADAPALENE BENZOYL PEROXIDE', 'DRUG')]","[(104, 117, 'DISE'), (12, 38, 'DRUG')]",2
"Slight stria edema was present at 10 min, marked edema at 1 hr and no EDEMA 24 h after BUMETANIDE","[('EDEMA', 'DISE'), ('BUMETANIDE', 'DRUG')]","[(70, 75, 'DISE'), (87, 102, 'DRUG')]",2
"In a 49 year old woman presenting with fever, MALAISE and pulmory masses the diagnosis of LYMPHOMATOID GRANULOMATOSIS was established histologically by open lung biopsy","[('MALAISE', 'DISE'), ('LYMPHOMATOID GRANULOMATOSIS', 'SYMP')]","[(46, 53, 'DISE'), (92, 119, 'SYMP')]",1
"Worldwide, viral hepatitis is the most common cause of JAUNDICE, chronic liver disease, cirrhosis and HEPATOCELLULAR CARCINOMA","[('JAUNDICE', 'DISE'), ('HEPATOCELLULAR CARCINOMA', 'DRUG')]","[(55, 63, 'DISE'), (102, 134, 'DRUG')]",0
Gabapentin withdrawal presenting as status epilepticus.,"[('Gabapentin', 'DRUG'), ('status epilepticus', 'DISE')]","[(0, 10, 'DRUG'), (36, 54, 'DISE')]",1
"In the intertiol classification, the primary headache syndromes include migraine with and without an aura, TENSION TYPE HEADACHE headache associated with misuse of algesics, cluster HEADACHE, and a number of rare forms of headache with no structural lesion.","[('HEADACHE', 'DISE'), ('TENSION TYPE HEADACHE', 'DRUG')]","[(124, 132, 'DISE'), (111, 132, 'DRUG')]",0
Current experimental studies support a beneficial role of extra-virgin olive oil (EVOO) in several inflammatory diseases.,"[('extra-virgin olive oil', 'FOOD'), ('inflammatory diseases', 'DISE')]","[(58, 80, 'FOOD'), (99, 120, 'DISE')]",2
"Our patient had headache, mild fever, nausea, vomiting, rash, and eosinophilia after 3 weeks of disulfiram therapy.","[('disulfiram', 'DRUG'), ('headache', 'DISE')]","[(96, 106, 'DRUG'), (16, 24, 'DISE')]",1
Agranulocytosis during clozapine therapy.,"[('clozapine', 'DRUG'), ('Agranulocytosis', 'DISE')]","[(23, 32, 'DRUG'), (0, 15, 'DISE')]",1
Thyrotoxicosis in GRAVES' DISEASE is often aggravated in early pregncy and this aggravation is associated with postpartum relapse of THYROTOXICOSIS.,"[(""GRAVES' DISEASE"", 'DISE'), ('THYROTOXICOSIS', 'DRUG')]","[(18, 33, 'DISE'), (135, 149, 'DRUG')]",0
Bilateral anterior uveitis associated with clomiphene citrate.,"[('clomiphene citrate', 'DRUG'), ('Bilateral anterior uveitis', 'DISE')]","[(43, 61, 'DRUG'), (0, 26, 'DISE')]",1
"We describe a relatively healthy, 9-year-old boy who developed a CA-MRSA skin and soft tissue infection and was treated with TMP-SMX.","[('TMP-SMX', 'DRUG'), ('soft tissue infection', 'DISE')]","[(125, 132, 'DRUG'), (82, 103, 'DISE')]",1
Risperidone-induced psychosis and depression in a child with a mitochondrial disorder.,"[('Risperidone', 'DRUG'), ('depression', 'DISE')]","[(0, 11, 'DRUG'), (34, 44, 'DISE')]",1
Twenty to 30% of patients with epilepsy develop chronic or INTRACTABLE EPILEPSY i.e. the SEIZURES persist despite accurate diagnosis and carefully monitored treatment with antiepileptic drugs.,"[('SEIZURES', 'DISE'), ('INTRACTABLE EPILEPSY', 'SYMP')]","[(89, 97, 'DISE'), (59, 79, 'SYMP')]",1
"The idequacy of the 4 aminoquinolines for protection against latent BENIGN TERTIAN MALARIA is noted, and the use of PRIMAQUINE is recommended.","[('BENIGN TERTIAN MALARIA', 'DISE'), ('PRIMAQUINE', 'DRUG')]","[(70, 92, 'DISE'), (118, 128, 'DRUG')]",2
"In 35 flocks comprising almost 100,000 White Plymouth Rock birds producing hatching eggs, infectious bronchitis (IB) caused a decline in production which appeared to be connected with the age of the birds, when the outbreak started (table I).","[('eggs', 'FOOD'), ('infectious bronchitis', 'DISE')]","[(84, 88, 'FOOD'), (90, 111, 'DISE')]",0
In view of the wide spectrum of drug sensitivity characterizing subjects with MALIGNT HYPERTHERMIA it is suggested that exposure to A23187 be added to the HALOTHANE and caffeine tests currently used to detect this disease.,"[('MALIGNT HYPERTHERMIA', 'DISE'), ('HALOTHANE', 'DRUG')]","[(78, 100, 'DISE'), (157, 166, 'DRUG')]",0
"Usually PROTHROMBIN and albumin results are normal, but may become abnormal, once CIRRHOSIS has developed.","[('PROTHROMBIN', 'DISE'), ('CIRRHOSIS', 'SYMP')]","[(8, 19, 'DISE'), (82, 91, 'SYMP')]",1
"In one study that compared the oral glucose tolerance test with the fasting serum glucose test, 254 women with PCOS took both tests; 3.2% of women had diabetes on the basis of the FASTING SERUM GLUCOSE TEST and 7.5% had DIABETES on the basis of the oral glucose tolerance test.","[('DIABETES', 'DISE'), ('FASTING SERUM GLUCOSE TEST', 'DRUG')]","[(220, 228, 'DISE'), (180, 206, 'DRUG')]",0
"• Investigations of the prevalence of mites in the persol environment of 37 cases of NORMAL SCABIES revealed live MITES from dust samples taken from bedroom floors, overstuffed chairs, and couches in all 37 cases ( 11.","[('NORMAL SCABIES', 'DISE'), ('MITES', 'SYMP')]","[(87, 101, 'DISE'), (116, 121, 'SYMP')]",1
"1]  Ridker PM, Goldhaber SZ, Danielson E, Rosenberg Y, Eby CS, Deitcher SR, et al. Long term, LOW INTENSITY WARFARIN THERAPY for the prevention of RECURRENT VENOUS THROMBOEMBOLISM","[('RECURRENT VENOUS THROMBOEMBOLISM', 'DISE'), ('LOW INTENSITY WARFARIN THERAPY', 'SYMP')]","[(147, 179, 'DISE'), (94, 124, 'SYMP')]",0
"Friedlander SF, Aly R, Krafchik B et alTERBIFINE in the treatment of TRICHOPHYTON TINEA CAPITIS: a randomized, double blind, parallel group, duration finding study.","[('TRICHOPHYTON TINEA CAPITIS', 'DISE'), ('TERBIFINE', 'DRUG')]","[(71, 97, 'DISE'), (39, 50, 'DRUG')]",2
Acute erythroid leukemia after cyclophosphamide therapy for multiple myeloma: report of two cases.,"[('cyclophosphamide', 'DRUG'), ('Acute erythroid leukemia', 'DISE')]","[(31, 47, 'DRUG'), (0, 24, 'DISE')]",1
"Clinical efficacy of pramipexole both in monotherapy and combined use with L DOPA were confirmed evaluating by UPDRS (UNIFIED PARKINSON'S DISEASE RATING SCALE) II (Activities of daily living) and III (Motor), in the results of clinical studies mainly performed in USA and European countries and partly in Japan.","[(""UPDRS (UNIFIED PARKINSON'S DISEASE RATING SCALE)"", 'DISE'), ('L DOPA', 'DRUG')]","[(111, 159, 'DISE'), (75, 81, 'DRUG')]",2
"The authors base their hypothesis on meta-analyses of epidemiological data, numerous experimental studies, and a comprehensive review of the mechanisms of action of extra-virgin olive oil and its components in the prevention of vascular disease.","[('extra-virgin olive oil', 'FOOD'), ('vascular disease', 'DISE')]","[(165, 187, 'FOOD'), (228, 244, 'DISE')]",2
The ketogenic diet is an effective alternative therapy used to control intractable seizures.,"[('ketogenic diet', 'FOOD'), ('seizures', 'DISE')]","[(4, 18, 'FOOD'), (83, 91, 'DISE')]",2
"The SNRI ANTIDEPRESSANTS and Wellbutrin tend not to be prescribed in SCHIZOAFFECTIVE DISORDER because they may cause mixed episode symptoms and induce psychosis, respectively.","[('SCHIZOAFFECTIVE DISORDER', 'DISE'), ('SNRI ANTIDEPRESSANTS', 'SYMP')]","[(69, 93, 'DISE'), (4, 24, 'SYMP')]",0
SELENIUM (SE) DEFICIENCY is said to contribute to the atrophy of the thyroid gland in certain ENDEMIC GOITER areas in Africa.,"[('ENDEMIC GOITER', 'DISE'), ('SELENIUM (SE) DEFICIENCY', 'SYMP')]","[(94, 107, 'DISE'), (0, 24, 'SYMP')]",1
"EPH A2 was not detected in normal melanocytes, benign compound NEVI OR ADVANCED MELANOMAS though it was found in 2 of 9 biopsies of MALIGNT MELANOMA in situ.","[('NEVI OR ADVANCED MELANOMAS', 'DISE'), ('MALIGNT MELANOMA', 'DRUG')]","[(63, 89, 'DISE'), (132, 150, 'DRUG')]",0
This study has shown that ibuprofen and DEXAMETHASONE can prevent the DEPRESSION of CR function caused by endotoxin but not the depression caused by the phagocytosis of EIgG,"[('DEPRESSION', 'DISE'), ('DEXAMETHASONE', 'DRUG')]","[(70, 80, 'DISE'), (40, 53, 'DRUG')]",2
TERIPARATIDE should not be prescribed for patients who are at increased risks for OSTEOSARCOMA.,"[('OSTEOSARCOMA', 'DISE'), ('TERIPARATIDE', 'DRUG')]","[(82, 94, 'DISE'), (0, 12, 'DRUG')]",0
These case reports provide evidence that 5-aminosalicylic acid may induce acute pancreatitis after long term treatment.,"[('5-aminosalicylic acid', 'DRUG'), ('acute pancreatitis', 'DISE')]","[(41, 62, 'DRUG'), (74, 92, 'DISE')]",1
"He had been taking trimethoprim-sulfamethoxazole for approximately eight days when he revisited his family physician, complaining of headaches, dizziness, difficulty with speech, weakness, and itching on the trunk of his body and legs, where a maculopapular rash was noted.","[('trimethoprim', 'DRUG'), ('maculopapular rash', 'DISE')]","[(19, 31, 'DRUG'), (244, 262, 'DISE')]",1
"In yet another application, glutaraldehyde, along with formaldehyde, is used to detoxify the PERTUSSIS VIRUS in the common TDAP VACCINE BOOSTERIX.","[('PERTUSSIS VIRUS', 'DISE'), ('TDAP VACCINE BOOSTERIX', 'DRUG')]","[(93, 108, 'DISE'), (123, 145, 'DRUG')]",2
BOTOX INJECTIONS are used for MINOR FOCAL DYSTONIA though not of use on for more advanced tardive dyskinesia.,"[('MINOR FOCAL DYSTONIA', 'DISE'), ('BOTOX INJECTIONS', 'DRUG')]","[(30, 50, 'DISE'), (0, 16, 'DRUG')]",2
"? Screen all patients with MEN2 for pheochromocytoma before parathyroidectomy, and consider screening for pheochromocytoma in patients with primary hyperparathyroidism who have significant HYPERTENSION or symptoms suggestive of PHEOCHROMOCYTOMA","[('HYPERTENSION', 'DISE'), ('PHEOCHROMOCYTOMA', 'SYMP')]","[(189, 201, 'DISE'), (228, 252, 'SYMP')]",1
"CASE REPORT: We report the case of a 58 year old patient who, after 2 days of treatment with roxithromycin and betamethasone, manifested acute pancreatitis.","[('betamethasone', 'DRUG'), ('acute pancreatitis', 'DISE')]","[(111, 124, 'DRUG'), (137, 155, 'DISE')]",1
"Laboratory studies have provided evidence that allium vegetables and garlic supplements might protect against colorectal cancer (CRC), but epidemiologic studies have produced inconsistent findings.","[('garlic supplements', 'FOOD'), ('colorectal cancer', 'DISE')]","[(69, 87, 'FOOD'), (110, 127, 'DISE')]",2
"Pediatric Patients  Treatment of CHRONIC HEPATITIS B VIRUS (HBV INFECTION)  >     INTERFERON ALFA 2B (Intron ®  A)  Sub Q:  Children ≥1 year of age: 3 million units/m 2  3 times weekly for the first week, then 6 million units/m 2  3 times weekly (maximum of 10 million units 3 times weekly.","[('CHRONIC HEPATITIS B VIRUS (HBV INFECTION)', 'DISE'), ('INTERFERON ALFA 2B', 'DRUG')]","[(33, 74, 'DISE'), (82, 100, 'DRUG')]",2
